,job_title,company,location,salary,posted,date_extracted
6504,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.354422
6505,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.355420
6506,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.355420
6507,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.356417
6508,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.356417
6509,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.356417
6510,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.357414
6511,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.358412
6512,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.358412
6513,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.358412
6514,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.359409
6515,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.360406
6516,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.360406
6517,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.361404
6518,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.361404
6519,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.362401
6520,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.362401
6521,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.363398
6522,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.363398
6523,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.364395
6524,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.364395
6525,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.365393
6526,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.365393
6527,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.366390
6528,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.366390
6529,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.367387
6530,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.367387
6531,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.368385
6532,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.368385
6533,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.368385
6534,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.369382
6535,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.370379
6536,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.370379
6537,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.371377
6538,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.371377
6539,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.372374
6540,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.372374
6541,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.373372
6542,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.373372
6543,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.374369
6544,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.374369
6545,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.375366
6546,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.375366
6547,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.376363
6548,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.376363
6549,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.377361
6550,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.377361
6551,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.378358
6552,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.378358
6553,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.379355
6554,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.379355
6555,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.380353
6556,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.380353
6557,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.381350
6558,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.381350
6559,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.382348
6560,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.382348
6561,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.383345
6562,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.383345
6563,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.384342
6564,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.384342
6565,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.385339
6566,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.385339
6567,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.386337
6568,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.386337
6569,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.389329
6570,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.390326
6571,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.392322
6572,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.393318
6573,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.393318
6574,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.394315
6575,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.394315
6576,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.395313
6577,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.396310
6578,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.396310
6579,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.396310
6580,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.397307
6581,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.397307
6582,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.398305
6583,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.398305
6584,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.399302
6585,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.399302
6586,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.400299
6587,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.400299
6588,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.401297
6589,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.401297
6590,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.402294
6591,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.403296
6592,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.404292
6593,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.405289
6594,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.406284
6595,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.406284
6596,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.407283
6597,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.408281
6598,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.408281
6599,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.409276
6600,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.410274
6601,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.410274
6602,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.411271
6603,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.411271
6604,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.412268
6605,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.412268
6606,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.413266
6607,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.413266
6608,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.414262
6609,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.414262
6610,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.415260
6611,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.416261
6612,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.417255
6613,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.417255
6614,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.418251
6615,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.418251
6616,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.419250
6617,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.419250
6618,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.420247
6619,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.421248
6620,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.422244
6621,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.422244
6622,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.423239
6623,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.423239
6624,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.424236
6625,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.424236
6626,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.425233
6627,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.425233
6628,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.426231
6629,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.426231
6630,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.427228
6631,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.428225
6632,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.428225
6633,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.429222
6634,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.429222
6635,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.430219
6636,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.430219
6637,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.431217
6638,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.431217
6639,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.432214
6640,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.432214
6641,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.433211
6642,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.433211
6643,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.434209
6644,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.434209
6645,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.435206
6646,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.435206
6647,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.436204
6648,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.436204
6649,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.437201
6650,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.437201
6651,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.438199
6652,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.439196
6653,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.439196
6654,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.440193
6655,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.440193
6656,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.441190
6657,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.441190
6658,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.442188
6659,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.442188
6660,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.443185
6661,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.443185
6662,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.444182
6663,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.444182
6664,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.445179
6665,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.445179
6666,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.445179
6667,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.446177
6668,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.447174
6669,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.447174
6670,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.448171
6671,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.448171
6672,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:51.449169
6673,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.449169
6674,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.450166
6675,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.450166
6676,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.451163
6677,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.451163
6678,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.452161
6679,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.452161
6680,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.453158
6681,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.453158
6682,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.454155
6683,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.454155
6684,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.455153
6685,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.455153
6686,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.456150
6687,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.456150
6688,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.457147
6689,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.457147
6690,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.458145
6691,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.458145
6692,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.459142
6693,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.459142
6694,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.460139
6695,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.460139
6696,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.461137
6697,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.461137
6698,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.462135
6699,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.462135
6700,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.463131
6701,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.463131
6702,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.464129
6703,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.464129
6704,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.465126
6705,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.465126
6706,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.466123
6707,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.466123
6708,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.467121
6709,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.467121
6710,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.468120
6711,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.468120
6712,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.470113
6713,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.471110
6714,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.473105
6715,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.473105
6716,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.474102
6717,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.474102
6718,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.475099
6719,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.475099
6720,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.476097
6721,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.476097
6722,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.477094
6723,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.477094
6724,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.478091
6725,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.478091
6726,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.479089
6727,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.479089
6728,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.480086
6729,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.480086
6730,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.481084
6731,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.482081
6732,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.482081
6733,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.482081
6734,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.483079
6735,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.484080
6736,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.485077
6737,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.486071
6738,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.486071
6739,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.487069
6740,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.487069
6741,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.488066
6742,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.489066
6743,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.489066
6744,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.490061
6745,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.490061
6746,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.491057
